Website_Name,CO2_per_Page_View_g
website carbon,3.471932492313323
website carbon,3.3307043185804615
website carbon,3.490166037320525
website carbon,3.401140889284908
website carbon,3.389641068278423
website carbon,3.517989415115348
website carbon,3.63920022863446
website carbon,3.5918316606002314
website carbon,3.3429499396376823
website carbon,3.401037186342966
website carbon,3.5940771187988214
website carbon,3.401751260646169
website carbon,3.4775366850002976
website carbon,3.5550052099024554
website carbon,3.4031655545136363
website carbon,3.510537550614596
website carbon,3.3665974505081797
website carbon,3.4398632356048786
website carbon,3.5319781934142536
website carbon,3.340700626646833
website carbon,3.5440474737960397
website carbon,3.498036220107332
website carbon,3.5552489954417146
website carbon,3.522391413406466
website carbon,3.6364140429973846
website carbon,3.512522450264791
website carbon,3.4570594458874746
website carbon,3.5122297503032285
website carbon,3.5543298029036388
website carbon,3.5048860070325705
website carbon,3.504059169120388
website carbon,3.4298008312193247
website carbon,3.4337099082449054
website carbon,3.3597394728200305
website carbon,3.674957674318694
website carbon,3.3756136764608713
website carbon,3.4307094802204094
website carbon,3.42815927344308
website carbon,3.589492437694444
website carbon,3.4705050321707973
website carbon,3.6247742072673734
website carbon,3.4326509375756133
website carbon,3.5278994162223802
website carbon,3.4164652946740244
website carbon,3.714514912777339
website carbon,3.381240158097049
website carbon,3.5309820710227027
website carbon,3.56337768809321
website carbon,3.54137990974515
website carbon,3.481471234112229
website carbon,3.4870179300266573
website carbon,3.504381147197911
website carbon,3.485299799837151
website carbon,3.596387911679491
website carbon,3.721052300159135
website carbon,3.4442508214992165
website carbon,3.3630197020420924
website carbon,3.4911717951648744
website carbon,3.757970933765432
website carbon,3.419632543203027
website carbon,3.6639116805444067
website carbon,3.667770081407644
website carbon,3.4446411758292004
website carbon,3.5568983079185275
website carbon,3.662839662312854
website carbon,3.4620872259012514
website carbon,3.479641963989764
website carbon,3.4418319086051357
website carbon,3.3985243269307133
website carbon,3.4350722454933993
website carbon,3.3776059733237744
website carbon,3.5034083468259225
website carbon,3.4230026768941357
website carbon,3.5233785911790747
website carbon,3.344410435379637
website carbon,3.533088023221446
website carbon,3.5833528961608927
website carbon,3.3006264357428545
website carbon,3.5374056569847574
website carbon,3.6227668992473294
website carbon,3.3790358981308795
website carbon,3.6672572386837703
website carbon,3.5419019009366046
website carbon,3.429498814424159
website carbon,3.4944230922342294
website carbon,3.555832691252172
website carbon,3.507600539141241
website carbon,3.5538755992446367
website carbon,3.4079326406920636
website carbon,3.5169360824036078
website carbon,3.358628550309502
website carbon,3.48887739386513
website carbon,3.409609235853521
website carbon,3.4264470057410232
website carbon,3.6236093175210438
website carbon,3.609131012059427
website carbon,3.5609138120907176
website carbon,3.390768723532742
website carbon,3.46835915503052
website carbon,3.6213097699979184
website carbon,3.5141716913639907
website carbon,3.7319329539981694
website carbon,3.539331783939437
website carbon,3.519204911649003
website carbon,3.4690883535797497
website carbon,3.513354090478228
website carbon,3.4847530163619456
website carbon,3.5708108676688592
website carbon,3.5956702316794584
website carbon,3.421401053949205
website carbon,3.366876704644222
website carbon,3.31637946268967
website carbon,3.5507991326912545
website carbon,3.3896633393826128
website carbon,3.284710940704752
website carbon,3.5388578604530965
website carbon,3.749299951743279
website carbon,3.4993929088460107
website carbon,3.5838490774451643
website carbon,3.5081829358547565
website carbon,3.490111034680886
website carbon,3.591907648298777
website carbon,3.4709725455811347
website carbon,3.5267392314071904
website carbon,3.5321697806196015
website carbon,3.433190954635695
website carbon,3.5992042349536524
website carbon,3.482504024330459
website carbon,3.4244254840507153
website carbon,3.5536509843570405
website carbon,3.410153201820896
website carbon,3.502818115736913
website carbon,3.49908810033558
website carbon,3.6085895565831576
website carbon,3.547469823287995
website carbon,3.4974973041254858
website carbon,3.5817766299200287
website carbon,3.6390207549017313
website carbon,3.555781030635186
website carbon,3.501035261984338
website carbon,3.368816376764984
website carbon,3.3934886336924626
website carbon,3.469477529564533
website carbon,3.4390487797840716
website carbon,3.481302869701455
website carbon,3.5056649924897108
website carbon,3.552969275435673
website carbon,3.492950122194091
website carbon,3.5486501643826203
website carbon,3.506447441481012
website carbon,3.302453343364613
website carbon,3.4060664606181246
website carbon,3.4855912444278383
website carbon,3.3790305257158892
website carbon,3.5599928729996204
website carbon,3.65307508323437
website carbon,3.621876185169732
website carbon,3.478655712906979
website carbon,3.649072613684995
website carbon,3.514866745720211
website carbon,3.466291402888196
website carbon,3.438659733645906
website carbon,3.4697530313511873
website carbon,3.461182318145877
website carbon,3.517041622237549
website carbon,3.5160573981049863
website carbon,3.5003046020153414
website carbon,3.543693816974635
website carbon,3.619064627478634
website carbon,3.5949554135441324
website carbon,3.3515102031550095
website carbon,3.2446078865098045
website carbon,3.593431991123927
website carbon,3.363312130158458
website carbon,3.477523459810732
website carbon,3.382988697394064
website carbon,3.319801956241998
website carbon,3.554146272820479
website carbon,3.575915516030265
website carbon,3.4423489599273283
website carbon,3.240895770785509
website carbon,3.445375555174752
website carbon,3.5391804005402547
website carbon,3.352108843122587
website carbon,3.5183359919779154
website carbon,3.4984690150827005
website carbon,3.557929149960109
website carbon,3.511958036841415
website carbon,3.4026931059118444
website carbon,3.619657150166449
website carbon,3.484147042697303
website carbon,3.4972695460490066
website carbon,3.4066732040926806
website carbon,3.455671774880849
website carbon,3.41151972859731
website carbon,3.4827053940076578
website carbon,3.6711708480142344
website carbon,3.3628098857068642
website carbon,3.338643860212326
website carbon,3.6471170327493607
website carbon,3.4790676322848135
website carbon,3.4330927261340083
website carbon,3.6039904687396076
website carbon,3.4394384460263137
website carbon,3.6826009713546934
website carbon,3.567792587133927
website carbon,3.4512088591854297
website carbon,3.7157308213265505
website carbon,3.4394285076996662
website carbon,3.5742095372009306
website carbon,3.5299292580406494
website carbon,3.63017412893988
website carbon,3.6561511196726855
website carbon,3.5032004149065767
website carbon,3.4246582129653818
website carbon,3.545997214293912
website carbon,3.4322284630247895
website carbon,3.701338724752662
website carbon,3.5136535331082737
website carbon,3.4634678448687892
website carbon,3.518468030586491
website carbon,3.3652873710470304
website carbon,3.4028385961489347
website carbon,3.6200413907944426
website carbon,3.4343105721028606
website carbon,3.395308901731806
website carbon,3.5536652752527287
website carbon,3.6185704154662997
website carbon,3.5718953310665067
website carbon,3.5996047685805816
website carbon,3.424320491143054
website carbon,3.3578189333258157
website carbon,3.6501333651955488
website carbon,3.4677320161157863
website carbon,3.4749166983544955
website carbon,3.632819414184906
website carbon,3.555623000940066
website carbon,3.545588777208161
website carbon,3.7165002344901086
website carbon,3.4356481769619855
website carbon,3.592784012808124
website carbon,3.5057013124897085
website carbon,3.5268592278863258
website carbon,3.652846842641253
website carbon,3.5507835756289623
website carbon,3.553829607904963
website carbon,3.60725073373098
website carbon,3.4635047270457116
website carbon,3.4160790332660995
website carbon,3.3955190805978965
website carbon,3.3033643410624
website carbon,3.7056207129940324
website carbon,3.389679163427832
website carbon,3.4778746376414227
website carbon,3.472318670011108
website carbon,3.53074066978091
website carbon,3.5815737212539296
website carbon,3.5860473488359745
website carbon,3.441692256143106
website carbon,3.483287828621359
website carbon,3.52825799504883
website carbon,3.475130887381645
website carbon,3.6607345576019994
website carbon,3.5490974951638252
website carbon,3.573487778604982
website carbon,3.5662881268667412
website carbon,3.6173473857485323
website carbon,3.5181021558703707
website carbon,3.3703168052044155
website carbon,3.5399687951752643
website carbon,3.434864310620817
website carbon,3.447138331825024
website carbon,3.5586364018755092
website carbon,3.6238283071433637
website carbon,3.5021271576736064
website carbon,3.5308833012598964
website carbon,3.6702214944635236
website carbon,3.524075317948857
website carbon,3.7601683114180395
website carbon,3.5565509645631543
website carbon,3.3239237240844184
website carbon,3.5753341621104533
website carbon,3.538115838488278
website carbon,3.6289752754082745
website carbon,3.567318135126996
website carbon,3.4861544016016226
website carbon,3.3775701763710635
website carbon,3.4790976742713973
website carbon,3.41494795457907
website carbon,3.441947655019528
website carbon,3.558857840442061
website carbon,3.6669904504351405
website carbon,3.539467152982298
website carbon,3.3804116937964817
website carbon,3.544460266822014
website carbon,3.619663148664565
website carbon,3.439021709568062
website carbon,3.4865982833327083
website carbon,3.5014688194729198
website carbon,3.421510168691776
website carbon,3.5648280433843857
website carbon,3.4879051851392218
website carbon,3.5419532443907027
website carbon,3.41125078221979
website carbon,3.456254169967659
website carbon,3.572238135782777
website carbon,3.4627166847908235
website carbon,3.6726963851233405
website carbon,3.46003638143854
website carbon,3.5224684725751887
website carbon,3.593259083187309
website carbon,3.358163426706697
website carbon,3.3239191188019226
website carbon,3.3474343685429906
website carbon,3.626258410342718
website carbon,3.4448141854107552
website carbon,3.755819928566825
website carbon,3.443575240134261
website carbon,3.518455130319704
website carbon,3.6542109952567876
website carbon,3.700609288815912
website carbon,3.7061503576636396
website carbon,3.620836623059314
website carbon,3.6024062525811464
website carbon,3.559252694920118
website carbon,3.5778361076166636
website carbon,3.4448814283671467
website carbon,3.4181801116577692
website carbon,3.499662554258905
website carbon,3.482981537747507
website carbon,3.4546771950672723
website carbon,3.5696387447456717
website carbon,3.595530520857051
website carbon,3.5088406886291845
website carbon,3.6477530081055263
website carbon,3.3858310885866496
website carbon,3.480634054072028
website carbon,3.4283177679397197
website carbon,3.313346338292694
website carbon,3.49173193141573
website carbon,3.4878252491616717
website carbon,3.6513449743242132
website carbon,3.563081168455478
website carbon,3.3975813175670795
website carbon,3.685409256633419
website carbon,3.6221033695525353
website carbon,3.5582097703468616
website carbon,3.477351590115017
website carbon,3.404056076327652
website carbon,3.462779322392895
website carbon,3.6088748619704187
website carbon,3.688458630593461
website carbon,3.654324352827219
website carbon,3.4511150578213727
website carbon,3.388038256671099
website carbon,3.5140886246911203
website carbon,3.3231560634437147
website carbon,3.532316771418478
website carbon,3.4852397413701333
website carbon,3.453396349813176
website carbon,3.3405296932733206
website carbon,3.5513600106569716
website carbon,3.4467299160338087
website carbon,3.3830083164289713
website carbon,3.212773778671835
website carbon,3.4972485094949364
website carbon,3.6772251596669743
website carbon,3.666125921454787
website carbon,3.454290374341373
website carbon,3.439778793963822
website carbon,3.5468774256075024
website carbon,3.400161456081171
website carbon,3.5301791899819466
website carbon,3.576608027838469
website carbon,3.6226933223884306
website carbon,3.4899845923520045
website carbon,3.4796326249823033
website carbon,3.4122017413243437
website carbon,3.417311964596014
website carbon,3.4773521108098473
website carbon,3.536736550681618
website carbon,3.591358462623325
website carbon,3.4196821049319657
website carbon,3.649268856895952
website carbon,3.472887639895743
website carbon,3.4978632705651562
website carbon,3.4252788320852177
website carbon,3.2575759739727057
website carbon,3.588404539636105
website carbon,3.573684389709243
website carbon,3.4718672442881786
website carbon,3.5066990717224873
website carbon,3.55159392177041
website carbon,3.343745414311346
website carbon,3.4470947322653704
website carbon,3.5794264679621826
website carbon,3.374571057683075
website carbon,3.529355793216663
website carbon,3.3643418195376595
website carbon,3.5466429982433527
website carbon,3.4964358517702516
website carbon,3.338486818409449
website carbon,3.616473935445717
website carbon,3.426540842320195
website carbon,3.418974756298562
website carbon,3.5200569197230944
website carbon,3.6148637349428716
website carbon,3.3984178181021605
website carbon,3.5061679849847973
website carbon,3.542881650033057
website carbon,3.5693105607263145
website carbon,3.5176441555277225
website carbon,3.463297216091668
website carbon,3.417240977935128
website carbon,3.5086143883046375
website carbon,3.392786098801439
website carbon,3.207864951650539
website carbon,3.5436559804157666
website carbon,3.5903934841086196
website carbon,3.263706756445816
website carbon,3.3990269295290063
website carbon,3.5619154261005197
website carbon,3.7057495469711697
website carbon,3.502079370767541
website carbon,3.4271997058770864
website carbon,3.481710355889516
website carbon,3.6374876419148183
website carbon,3.4354035820875466
website carbon,3.4200807993349747
website carbon,3.451725647781797
website carbon,3.4046671391741286
website carbon,3.5122670315994795
website carbon,3.662467845846956
website carbon,3.532307927311603
website carbon,3.4747646497873714
website carbon,3.4708188731084455
website carbon,3.3436809191303345
website carbon,3.5883109777147157
website carbon,3.4922162802987198
website carbon,3.4819520086409375
website carbon,3.819310756784486
website carbon,3.5298752908365687
website carbon,3.4248208949904817
website carbon,3.457364240379446
website carbon,3.6148445709196757
website carbon,3.5113270410537765
website carbon,3.3561722021682634
website carbon,3.5919228934575202
website carbon,3.4331855914461005
website carbon,3.6873297776217546
website carbon,3.608004806571465
website carbon,3.455267810434125
website carbon,3.6281016361735112
website carbon,3.50678555105274
website carbon,3.585277367512222
website carbon,3.5484732817294473
website carbon,3.4153643345009126
website carbon,3.435645016768254
website carbon,3.602996081758116
website carbon,3.4665224667893457
website carbon,3.4596351536758005
website carbon,3.4044877420650645
website carbon,3.542359906559346
website carbon,3.7062524919243147
website carbon,3.393246708574573
website carbon,3.5024219456672756
website carbon,3.641222055541543
website carbon,3.4920358608754283
website carbon,3.5452371796249733
website carbon,3.393760647185312
website carbon,3.5428307097207647
website carbon,3.481285573499545
website carbon,3.5985729995679865
website carbon,3.618738605156475
website carbon,3.7589563642018615
website carbon,3.5579633173213576
website carbon,3.5325796316582165
website carbon,3.5194384301577335
website carbon,3.464683370718931
website carbon,3.533848384346169
website carbon,3.470459858986097
website carbon,3.5168460976269613
website carbon,3.631759753560796
website carbon,3.3993457434720358
website carbon,3.6139878561129044
website carbon,3.6317115067339865
website carbon,3.4881931473008922
website carbon,3.2878145100991407
website carbon,3.4392178012905568
website carbon,3.629699454656111
website carbon,3.4977131937701116
website carbon,3.400069776770509
website carbon,3.449522507877178
website carbon,3.5840620026504553
website carbon,3.554673356820138
website carbon,3.4761067900830307
website carbon,3.4633175588185314
website carbon,3.4608241850956176
website carbon,3.40775898155015
website carbon,3.6615375689469443
website carbon,3.467767953078866
website carbon,3.6217158520825494
website carbon,3.652131605192245
website carbon,3.599831089814796
website carbon,3.456837968728195
website carbon,3.540373009033661
website carbon,3.4975804393609082
website carbon,3.4096298139269874
website carbon,3.5324359281721605
website carbon,3.3820960208840196
website carbon,3.6187679388461564
website carbon,3.453538270270161
website carbon,3.520115965587284
website carbon,3.528328787154614
website carbon,3.474109502629592
website carbon,3.5586693801475273
website carbon,3.4525096343377477
website carbon,3.5871297297457243
website carbon,3.365402031975325
website carbon,3.512637957954641
website carbon,3.6938928999058285
website carbon,3.3999668675394425
website carbon,3.432225502947515
website carbon,3.5513907849658914
website carbon,3.5179581781939597
website carbon,3.535063009927356
website carbon,3.5489187130147664
website carbon,3.563472146856177
website carbon,3.610969984195622
website carbon,3.540981865692851
website carbon,3.475874234538146
website carbon,3.567257370120273
website carbon,3.689988193489522
website carbon,3.4867366253617424
website carbon,3.402547069532936
website carbon,3.610708066928697
website carbon,3.48796188360464
website carbon,3.2827330453985963
website carbon,3.584742167715042
website carbon,3.446467181404608
website carbon,3.490946671769584
website carbon,3.5331980330569013
website carbon,3.5190499679779066
website carbon,3.570945181713904
website carbon,3.4564513629430156
website carbon,3.551310579817608
website carbon,3.4740453322416083
website carbon,3.5738810480887504
website carbon,3.561536748401305
website carbon,3.4064561297955405
website carbon,3.6085982116175033
website carbon,3.446403655488595
website carbon,3.5808057798281143
website carbon,3.536728731340134
website carbon,3.683818367679512
website carbon,3.4776534017628147
website carbon,3.4650683203881805
website carbon,3.4980580394112266
website carbon,3.4696820217165723
website carbon,3.579994190194205
website carbon,3.338368939156341
website carbon,3.3946317580853647
website carbon,3.3932197078420807
website carbon,3.5950307591973574
website carbon,3.6710613372581924
website carbon,3.4895550781462528
website carbon,3.483117827680999
website carbon,3.507005216311318
website carbon,3.6161878302608192
website carbon,3.4072646865809424
website carbon,3.5238368982734785
website carbon,3.597519762978243
website carbon,3.5501094169939846
website carbon,3.5189581616598744
website carbon,3.600104609256714
website carbon,3.229676770700076
website carbon,3.567787531953091
website carbon,3.434592431687258
website carbon,3.316936710314354
website carbon,3.5511202599524982
website carbon,3.637365854516296
website carbon,3.486255148537231
website carbon,3.5952874547202938
website carbon,3.6612278257988646
website carbon,3.631491445358405
website carbon,3.6639964529371394
website carbon,3.5742127491071893
website carbon,3.5075433638901594
website carbon,3.339803418810283
website carbon,3.475393751187005
website carbon,3.415675340468381
website carbon,3.7170942717497812
website carbon,3.4824114187567665
website carbon,3.5123204806784485
website carbon,3.5551485376040466
website carbon,3.5043602446372453
website carbon,3.6695051040430755
website carbon,3.4377350638265547
website carbon,3.519460745523724
website carbon,3.4257529414301953
website carbon,3.3679977488779294
website carbon,3.4388230909094712
website carbon,3.496296320295159
website carbon,3.457069777548274
website carbon,3.430757902012614
website carbon,3.3593682536328164
website carbon,3.4916894427371306
website carbon,3.3495279625968997
website carbon,3.5760055963689603
website carbon,3.5082439752934502
website carbon,3.354244850053507
website carbon,3.4690790922950137
website carbon,3.4247843594409417
website carbon,3.531917451041918
website carbon,3.6340450446023143
website carbon,3.3124827530354257
website carbon,3.511502607914742
website carbon,3.483986720443336
website carbon,3.5671340076450466
website carbon,3.521319662823769
website carbon,3.4248030668261182
website carbon,3.468094606433338
website carbon,3.420397414319651
website carbon,3.60760071385986
website carbon,3.502131164867194
website carbon,3.6901190685753007
website carbon,3.493933918618538
website carbon,3.4291593233089537
website carbon,3.3486285607387174
website carbon,3.3196860323744053
website carbon,3.341586405699451
website carbon,3.5267126651011482
website carbon,3.5508725023229935
website carbon,3.341880929796787
website carbon,3.5895038314076118
website carbon,3.451693894831656
website carbon,3.514679301198555
website carbon,3.6612220628255425
website carbon,3.589683931586553
website carbon,3.473146935209417
website carbon,3.410880777458471
website carbon,3.2848184598670693
website carbon,3.428084668075758
website carbon,3.4788869761172307
website carbon,3.4012820472848815
website carbon,3.4868743032907696
website carbon,3.5076851882958766
website carbon,3.4775144018191924
website carbon,3.434999741917654
website carbon,3.5168654671966726
website carbon,3.544194064956941
website carbon,3.3909600922557153
website carbon,3.641093237974627
website carbon,3.4901411867715737
website carbon,3.501884962294485
website carbon,3.5708214423256557
website carbon,3.5233216131263503
website carbon,3.5953136633913245
website carbon,3.5287124165201824
website carbon,3.4387562625359562
website carbon,3.53615035252061
website carbon,3.385627379267934
website carbon,3.5108559705776523
website carbon,3.496677000935554
website carbon,3.479188314272746
website carbon,3.487146248856107
website carbon,3.311815095450236
website carbon,3.445127509225904
website carbon,3.5092844901141116
website carbon,3.51598563919974
website carbon,3.3972324859074043
website carbon,3.62657078408647
website carbon,3.41338251517855
website carbon,3.5969457200526738
website carbon,3.5427194361871686
website carbon,3.43537726901562
website carbon,3.677531089260951
website carbon,3.380636316824352
website carbon,3.591915417361
website carbon,3.6000582318042977
website carbon,3.4329379790923356
website carbon,3.639246530006433
website carbon,3.4749953485401046
website carbon,3.5288693629279857
website carbon,3.5260321838771223
website carbon,3.486569125852945
website carbon,3.5810808273159784
website carbon,3.5793488720552213
website carbon,3.3251468026761817
website carbon,3.6304340242878155
website carbon,3.3337508011964325
website carbon,3.6032546204341656
website carbon,3.612670513682758
website carbon,3.3909033569784803
website carbon,3.4589185712045416
website carbon,3.3894295331514064
website carbon,3.4785078969711263
website carbon,3.469196571581426
website carbon,3.577966053226934
website carbon,3.6310308746119606
website carbon,3.6395683810789956
website carbon,3.44378319734217
website carbon,3.479077812625547
website carbon,3.331656180777905
website carbon,3.419412993350381
website carbon,3.5964851633097457
website carbon,3.6615582823548234
website carbon,3.376565112812008
website carbon,3.4407535740847104
website carbon,3.4973594243041073
website carbon,3.5280161158819605
website carbon,3.4190396480078356
website carbon,3.542406104446409
website carbon,3.4526160652929083
website carbon,3.498554772912172
website carbon,3.55462842480037
website carbon,3.500642226981094
website carbon,3.456361410947343
website carbon,3.489039019607417
website carbon,3.4911637040794665
website carbon,3.4629988970117873
website carbon,3.4741203937332896
website carbon,3.6598647170504717
website carbon,3.5560919447941237
website carbon,3.470451968197084
website carbon,3.5696954404510737
website carbon,3.466618051024399
website carbon,3.617312463758664
website carbon,3.536964219219809
website carbon,3.489269785599577
website carbon,3.544771692581028
website carbon,3.34291238479315
website carbon,3.3873232531090194
website carbon,3.3806074993600945
website carbon,3.514294309476371
website carbon,3.6732514999485093
website carbon,3.7231300146192634
website carbon,3.5638051101440755
website carbon,3.5500844474944455
website carbon,3.319894226584726
website carbon,3.4457326200265976
website carbon,3.421221624809176
website carbon,3.4379152401748883
website carbon,3.483185618141521
website carbon,3.4527909422302874
website carbon,3.302070018962421
website carbon,3.5747910256117534
website carbon,3.392725697426019
website carbon,3.523924686411115
website carbon,3.7074082669749973
website carbon,3.4080615408413575
website carbon,3.246971247725367
website carbon,3.471399577811989
website carbon,3.610095963499857
website carbon,3.6958347454220593
website carbon,3.3770450405547585
website carbon,3.5496699223236523
website carbon,3.4534689543219947
website carbon,3.4894051645695865
website carbon,3.7644343347017033
website carbon,3.3497029671604848
website carbon,3.5253739661494574
website carbon,3.5467693171765435
website carbon,3.6085786324939346
website carbon,3.5097983153470897
website carbon,3.5308050539504103
website carbon,3.460835143257821
website carbon,3.5269126941245106
website carbon,3.4656807724502587
website carbon,3.562157188985605
website carbon,3.4630389663956365
website carbon,3.5377100393902188
website carbon,3.497073718631502
website carbon,3.612605025077217
website carbon,3.4948606276411516
website carbon,3.322696753179312
website carbon,3.6261921500713994
website carbon,3.409426769913738
website carbon,3.434623366135118
website carbon,3.4404338705956508
website carbon,3.6374438093170816
website carbon,3.2864325786021302
website carbon,3.8137748533659996
website carbon,3.605605680906605
website carbon,3.522323891412916
website carbon,3.4945105999383714
website carbon,3.528555407485766
website carbon,3.552112242837934
website carbon,3.564521558595006
website carbon,3.555560446600345
website carbon,3.508958068125525
website carbon,3.4802661579692673
website carbon,3.484872671634649
website carbon,3.480509171964732
website carbon,3.6133770096867064
website carbon,3.559355672228086
website carbon,3.205961136533572
website carbon,3.5655900776529763
website carbon,3.5194736194718774
website carbon,3.4981291243554105
website carbon,3.4611481546911116
website carbon,3.6124112719986012
website carbon,3.5947526462122856
website carbon,3.422712233217639
website carbon,3.5407052287124534
website carbon,3.4028343265458716
website carbon,3.362038183521107
website carbon,3.4373282775410035
website carbon,3.586239347238276
website carbon,3.595312504537609
website carbon,3.5513085420097292
website carbon,3.5725095786848
website carbon,3.5516178287114957
website carbon,3.4358518404777048
website carbon,3.543192254467394
website carbon,3.580040952522768
website carbon,3.5754291329813572
website carbon,3.6188913371474642
website carbon,3.5708303847201064
website carbon,3.5351448207541583
website carbon,3.607015023831643
website carbon,3.497347874075094
website carbon,3.411812534877228
website carbon,3.4836933036056235
website carbon,3.425509735519355
website emissions.com,3.432482172502562
website emissions.com,3.4855481329284483
website emissions.com,3.420758007900004
website emissions.com,3.469203847036096
website emissions.com,3.3106385333046213
website emissions.com,3.521329370737294
website emissions.com,3.5001205475362225
website emissions.com,3.4182911368931808
website emissions.com,3.5659245668432407
website emissions.com,3.593757013762656
website emissions.com,3.3392440135631025
website emissions.com,3.4237275221433787
website emissions.com,3.4230857650212703
website emissions.com,3.4060096898891135
website emissions.com,3.5829474841931748
website emissions.com,3.4806173861227196
website emissions.com,3.4735485158689388
website emissions.com,3.2996137635593246
website emissions.com,3.5635418030209225
website emissions.com,3.3760741605146527
website emissions.com,3.5059932630266326
website emissions.com,3.527737693795819
website emissions.com,3.6360658595838653
website emissions.com,3.3691179600880887
website emissions.com,3.1980487844179173
website emissions.com,3.5183849544753696
